,genero,edad,ciudad,fecha_registro,fecha_pedido,nombre_restaurante,nombre_plato,categoria,cantidad,precio,metodo_pago,frecuencia_pedidos,fecha_ultimo_pedido,puntos_fidelidad,abandono,calificacion,fecha_calificacion,estado_entrega
375,Male,Teenager,Karachi,2024-05-24,2023-04-10,Burger King,Pizza,Fast Food,2,837.52,Wallet,32,2024-10-27,268,Inactive,4,2025-04-02,Cancelled
376,Female,Adult,Multan,2024-01-13,2023-05-10,McDonald's,Burger,Fast Food,5,1067.86,Cash,41,2024-08-27,164,Inactive,1,2025-08-05,Delivered
377,Female,Senior,Karachi,2025-08-15,2023-05-10,Burger King,Sandwich,Fast Food,4,658.8,Wallet,10,2025-03-19,19,Active,3,2025-09-08,Cancelled
378,Male,Adult,Islamabad,2025-02-22,2023-05-10,Burger King,Burger,Continental,3,1352.38,Cash,47,2025-04-20,352,Active,5,2025-07-28,Cancelled
379,Other,Senior,Islamabad,2025-09-03,2023-05-10,McDonald's,Burger,Chinese,5,239.8,Wallet,9,2025-06-30,79,Inactive,5,2024-11-15,Delivered
380,Female,Teenager,Lahore,2024-06-10,2023-05-10,Pizza Hut,Pasta,Continental,5,352.94,Wallet,25,2025-02-26,492,Inactive,4,2025-06-27,Delivered
381,Other,Senior,Multan,2025-03-30,2023-05-10,Burger King,Pasta,Chinese,2,1353.28,Wallet,10,2025-05-30,175,Active,5,2025-04-16,Cancelled
382,Female,Adult,Karachi,2023-08-09,2023-05-10,KFC,Fries,Continental,3,307.64,Card,37,2025-09-01,17,Active,2,2025-02-05,Delivered
383,Male,Adult,Islamabad,2025-04-06,2023-06-10,McDonald's,Pasta,Italian,5,468.95,Wallet,16,2024-09-24,355,Inactive,5,2025-06-23,Cancelled
384,Other,Teenager,Islamabad,2025-02-26,2023-06-10,Burger King,Pasta,Continental,2,242.87,Wallet,7,2025-04-02,267,Active,2,2025-03-18,Delivered
385,Female,Teenager,Multan,2025-02-04,2023-06-10,Subway,Pizza,Italian,4,197.71,Cash,20,2025-05-01,140,Inactive,3,2024-06-09,Delivered
386,Other,Teenager,Lahore,2025-07-25,2023-06-10,Pizza Hut,Pizza,Italian,2,1399.34,Cash,31,2025-01-02,314,Active,2,2025-07-30,Cancelled
387,Other,Teenager,Islamabad,2024-11-06,2023-06-10,Burger King,Burger,Continental,3,1257.67,Card,48,2025-03-29,252,Active,1,2024-10-25,Delivered
388,Male,Senior,Karachi,2024-05-16,2023-06-10,McDonald's,Fries,Italian,5,1111.88,Wallet,1,2024-05-11,202,Inactive,5,2025-06-23,Delayed
389,Female,Teenager,Peshawar,2024-11-22,2023-06-10,Burger King,Pasta,Dessert,2,1480.26,Card,37,2024-11-12,332,Inactive,4,2024-06-09,Delayed
390,Male,Senior,Peshawar,2025-09-02,2023-06-10,Burger King,Sandwich,Continental,5,1351.93,Wallet,34,2025-09-07,90,Active,3,2024-11-09,Delivered
391,Other,Adult,Multan,2024-09-05,2023-06-10,McDonald's,Pasta,Continental,2,743.12,Cash,34,2025-03-14,184,Active,2,2025-04-22,Delayed
392,Other,Teenager,Islamabad,2024-12-26,2023-07-10,Burger King,Pasta,Chinese,2,1014.57,Wallet,39,2024-11-28,300,Inactive,2,2024-11-17,Delayed
393,Male,Adult,Multan,2023-11-12,2023-07-10,Burger King,Pizza,Continental,3,489.92,Wallet,7,2025-06-06,363,Active,2,2024-09-23,Delayed
394,Female,Teenager,Peshawar,2024-09-21,2023-07-10,KFC,Sandwich,Continental,4,1182.82,Cash,12,2025-02-08,252,Active,3,2025-06-19,Delivered
395,Other,Senior,Karachi,2023-09-14,2023-07-10,KFC,Burger,Chinese,1,1404.83,Cash,45,2024-12-31,31,Active,5,2025-08-16,Delayed
396,Other,Adult,Lahore,2025-06-08,2023-07-10,Pizza Hut,Pizza,Chinese,3,1269.92,Cash,43,2025-03-24,82,Active,2,2025-03-05,Cancelled
397,Female,Senior,Karachi,2025-04-21,2023-07-10,Pizza Hut,Pizza,Fast Food,1,321.34,Wallet,22,2024-08-12,29,Active,2,2024-10-16,Delivered
398,Female,Adult,Karachi,2023-02-09,2023-07-10,Subway,Sandwich,Continental,1,504.21,Wallet,37,2025-02-21,467,Active,5,2024-07-12,Delayed
399,Male,Adult,Lahore,2024-06-28,2023-07-10,Pizza Hut,Sandwich,Continental,1,353.12,Wallet,49,2025-04-26,20,Active,4,2025-01-29,Delayed
400,Female,Senior,Islamabad,2024-12-11,2023-08-10,Burger King,Pasta,Dessert,2,1366.0,Card,35,2025-08-16,436,Inactive,4,2025-09-01,Delivered
401,Male,Senior,Islamabad,2024-01-26,2023-08-10,Burger King,Pizza,Fast Food,5,268.56,Cash,37,2024-10-20,281,Active,1,2024-10-24,Cancelled
402,Male,Senior,Islamabad,2024-05-06,2023-08-10,McDonald's,Sandwich,Chinese,2,906.01,Card,16,2024-03-11,387,Inactive,3,2025-09-04,Delivered
403,Male,Senior,Karachi,2024-04-25,2023-08-10,Subway,Sandwich,Chinese,5,914.58,Cash,11,2024-10-23,500,Inactive,5,2025-01-25,Cancelled
404,Other,Senior,Multan,2025-06-22,2023-09-10,Subway,Pasta,Italian,2,948.7,Cash,14,2024-10-29,221,Active,1,2024-12-17,Delayed
405,Female,Senior,Multan,2024-10-18,2023-09-10,Subway,Pizza,Dessert,5,623.82,Wallet,28,2024-12-19,419,Active,1,2025-06-22,Delivered
406,Female,Adult,Peshawar,2025-03-18,2023-09-10,Burger King,Pizza,Fast Food,1,1165.15,Wallet,45,2024-10-27,90,Active,5,2024-12-13,Delayed
407,Female,Adult,Karachi,2025-08-05,2023-09-10,KFC,Pizza,Chinese,5,1175.72,Card,38,2025-01-18,68,Inactive,1,2025-06-21,Cancelled
408,Female,Senior,Peshawar,2024-02-12,2023-09-10,Pizza Hut,Fries,Italian,4,722.13,Wallet,18,2025-03-24,390,Active,2,2025-02-23,Delivered
409,Male,Senior,Multan,2024-01-08,2023-09-10,Pizza Hut,Pizza,Continental,2,387.95,Cash,2,2025-02-18,482,Active,2,2025-06-15,Cancelled
410,Female,Teenager,Multan,2023-06-12,2023-09-10,Subway,Fries,Fast Food,5,374.54,Cash,26,2024-10-24,442,Active,1,2025-02-27,Delayed
411,Female,Teenager,Islamabad,2025-08-08,2023-09-10,Burger King,Fries,Continental,4,363.5,Cash,11,2025-12-04,310,Active,4,2025-02-05,Delivered
412,Female,Senior,Karachi,2024-06-01,2023-09-10,McDonald's,Burger,Italian,4,292.59,Card,11,2025-09-02,105,Inactive,3,2025-03-06,Delayed
413,Other,Teenager,Lahore,2023-10-26,2023-09-10,Pizza Hut,Pizza,Fast Food,1,1474.28,Card,34,2025-07-28,249,Active,4,2025-04-21,Delivered
414,Other,Senior,Lahore,2023-02-12,2023-10-10,Burger King,Pizza,Fast Food,1,1448.45,Card,45,2025-09-08,138,Inactive,1,2024-12-26,Delayed
415,Male,Senior,Karachi,2025-01-21,2023-10-10,KFC,Pizza,Fast Food,3,1016.59,Wallet,32,2024-10-29,373,Inactive,5,2025-04-21,Cancelled
416,Other,Adult,Karachi,2024-05-13,2023-10-10,Pizza Hut,Fries,Dessert,4,740.92,Wallet,13,2025-05-29,311,Active,4,2025-06-07,Cancelled
417,Male,Teenager,Lahore,2023-02-09,2023-10-10,Burger King,Pasta,Chinese,4,911.26,Cash,48,2025-07-28,221,Active,1,2025-06-14,Delivered
418,Other,Senior,Lahore,2024-04-15,2023-10-10,Burger King,Sandwich,Italian,2,378.24,Card,34,2024-01-10,490,Inactive,3,2025-09-04,Delayed
419,Other,Adult,Peshawar,2025-11-06,2023-10-10,McDonald's,Pizza,Continental,4,408.34,Card,37,2024-08-25,182,Active,1,2025-07-30,Cancelled
420,Male,Teenager,Islamabad,2025-05-01,2023-10-10,KFC,Burger,Dessert,5,1323.45,Wallet,43,2025-11-01,223,Inactive,5,2024-10-17,Delayed
421,Female,Teenager,Lahore,2023-07-10,2023-10-10,McDonald's,Burger,Chinese,4,632.66,Cash,14,2025-07-03,127,Active,5,2025-05-05,Cancelled
422,Other,Adult,Islamabad,2025-06-19,2023-11-10,Subway,Pasta,Continental,3,569.69,Card,2,2025-02-13,485,Inactive,4,2025-11-02,Delayed
423,Male,Senior,Multan,2025-06-07,2023-11-10,KFC,Pasta,Continental,5,130.33,Wallet,17,2024-10-12,283,Inactive,2,2025-04-05,Cancelled
424,Other,Teenager,Islamabad,2025-05-22,2023-11-10,KFC,Pizza,Dessert,2,1355.58,Cash,4,2025-11-07,428,Inactive,3,2024-10-12,Delayed
425,Other,Senior,Islamabad,2023-08-22,2023-11-10,Pizza Hut,Pasta,Continental,5,954.89,Wallet,5,2024-12-17,311,Inactive,1,2024-11-26,Cancelled
426,Female,Senior,Lahore,2024-12-22,2023-12-10,Pizza Hut,Sandwich,Dessert,2,863.87,Card,37,2025-07-16,428,Inactive,4,2025-10-03,Delivered
427,Female,Adult,Multan,2023-12-26,2023-12-10,KFC,Pasta,Italian,5,1036.39,Wallet,10,2024-09-19,108,Active,2,2024-08-24,Delayed
428,Male,Adult,Islamabad,2024-08-12,2023-12-10,Subway,Sandwich,Dessert,3,1420.4,Wallet,49,2024-02-09,250,Active,1,2025-07-31,Delayed
429,Male,Senior,Lahore,2024-09-08,2023-12-10,Pizza Hut,Fries,Chinese,5,844.54,Wallet,50,2025-03-29,121,Inactive,5,2024-09-12,Cancelled
430,Male,Adult,Lahore,2024-02-27,2023-12-10,McDonald's,Pasta,Italian,5,1187.55,Wallet,16,2024-12-12,364,Active,2,2025-11-06,Delivered
431,Male,Adult,Islamabad,2025-02-04,2023-12-10,McDonald's,Sandwich,Continental,1,1059.59,Card,45,2024-09-25,275,Active,3,2024-07-10,Cancelled
432,Female,Teenager,Lahore,2024-01-09,2023-12-10,Pizza Hut,Pizza,Chinese,3,397.24,Cash,17,2024-03-09,297,Active,3,2024-12-20,Cancelled
433,Male,Adult,Islamabad,2024-04-24,2023-12-10,Burger King,Fries,Continental,3,282.79,Cash,44,2025-06-07,136,Inactive,3,2025-02-25,Delayed
434,Male,Adult,Islamabad,2025-10-04,2023-12-10,KFC,Burger,Dessert,1,473.6,Wallet,35,2025-02-24,378,Inactive,1,2025-06-23,Delayed
435,Other,Adult,Islamabad,2025-04-30,2023-10-13,McDonald's,Sandwich,Chinese,5,1005.28,Wallet,36,2025-03-25,339,Active,2,2025-07-27,Cancelled
436,Male,Senior,Multan,2025-01-06,2023-10-13,KFC,Fries,Chinese,5,1069.32,Wallet,9,2025-01-04,291,Active,4,2025-08-14,Delayed
437,Other,Teenager,Karachi,2024-09-19,2023-10-13,Pizza Hut,Sandwich,Continental,4,802.55,Card,38,2025-11-06,125,Active,2,2025-03-18,Delivered
438,Female,Teenager,Islamabad,2025-01-06,2023-10-13,Subway,Pasta,Dessert,1,685.31,Wallet,31,2024-01-09,50,Active,5,2025-06-08,Cancelled
439,Female,Teenager,Karachi,2023-02-09,2023-10-13,KFC,Pizza,Continental,4,1189.0,Cash,4,2025-02-15,163,Active,4,2025-03-20,Delivered
440,Other,Teenager,Peshawar,2023-12-24,2023-10-13,Burger King,Fries,Fast Food,3,708.99,Wallet,50,2024-10-26,212,Inactive,5,2025-07-14,Delivered
441,Female,Adult,Multan,2024-07-02,2023-10-13,McDonald's,Burger,Fast Food,2,488.25,Cash,42,2025-01-26,459,Active,1,2024-09-12,Delivered
442,Female,Teenager,Peshawar,2023-08-29,2023-10-13,Pizza Hut,Pasta,Chinese,2,1104.81,Cash,49,2025-02-18,343,Inactive,2,2024-12-18,Cancelled
443,Female,Teenager,Karachi,2025-01-08,2023-10-13,McDonald's,Pizza,Continental,2,817.18,Cash,15,2024-12-23,417,Inactive,2,2025-02-16,Delayed
444,Female,Teenager,Lahore,2024-07-09,2023-10-13,McDonald's,Fries,Dessert,2,1397.6,Card,31,2025-04-30,8,Inactive,3,2025-07-21,Cancelled
445,Female,Adult,Multan,2024-12-23,2023-10-14,McDonald's,Pizza,Dessert,2,308.94,Cash,47,2025-04-18,429,Active,3,2025-06-07,Delayed
446,Male,Senior,Peshawar,2025-03-08,2023-10-14,Subway,Pasta,Italian,3,1295.91,Wallet,50,2024-08-25,424,Active,5,2025-07-27,Cancelled
447,Other,Teenager,Peshawar,2025-02-16,2023-10-14,KFC,Sandwich,Italian,4,617.77,Card,12,2025-07-05,284,Inactive,1,2025-06-01,Delivered
448,Male,Teenager,Islamabad,2025-07-13,2023-10-14,Burger King,Burger,Fast Food,2,1451.72,Card,45,2025-09-08,38,Inactive,5,2025-12-08,Delivered
449,Female,Teenager,Islamabad,2024-11-15,2023-10-14,Subway,Sandwich,Italian,5,564.16,Wallet,14,2025-03-01,379,Inactive,2,2025-06-04,Delayed
450,Other,Adult,Karachi,2024-05-01,2023-10-15,KFC,Sandwich,Fast Food,2,1368.1,Cash,32,2024-10-22,205,Inactive,1,2024-05-11,Cancelled
451,Male,Adult,Peshawar,2024-07-03,2023-10-15,Pizza Hut,Pasta,Chinese,3,1060.39,Cash,48,2025-02-13,381,Active,3,2025-04-01,Delivered
452,Male,Teenager,Multan,2024-02-05,2023-10-15,Burger King,Pizza,Fast Food,4,1019.58,Wallet,30,2024-11-10,92,Inactive,2,2025-04-07,Delivered
453,Male,Teenager,Islamabad,2025-07-26,2023-10-15,Pizza Hut,Fries,Dessert,3,229.14,Card,24,2024-11-19,248,Active,5,2025-05-02,Delivered
454,Other,Senior,Multan,2023-12-19,2023-10-15,Subway,Burger,Dessert,2,923.74,Cash,40,2025-03-19,118,Inactive,3,2024-10-30,Cancelled
455,Female,Adult,Lahore,2024-07-15,2023-10-15,Pizza Hut,Burger,Italian,3,239.36,Card,25,2025-04-25,331,Inactive,2,2024-08-21,Delivered
456,Other,Senior,Peshawar,2024-10-20,2023-10-16,Pizza Hut,Pizza,Fast Food,1,433.41,Card,21,2025-05-31,230,Inactive,5,2024-11-13,Delayed
457,Other,Teenager,Islamabad,2025-05-21,2023-10-16,Subway,Pizza,Italian,2,1242.0,Card,8,2025-02-01,251,Active,4,2025-01-23,Delayed
458,Male,Adult,Lahore,2025-03-15,2023-10-16,McDonald's,Sandwich,Dessert,1,1411.95,Card,17,2024-07-12,138,Active,1,2024-09-13,Cancelled
459,Female,Teenager,Multan,2024-07-22,2023-10-16,KFC,Sandwich,Italian,5,328.98,Cash,31,2025-08-18,200,Active,5,2025-10-04,Delayed
460,Female,Senior,Peshawar,2024-10-28,2023-10-16,Subway,Pasta,Continental,4,1153.33,Card,35,2025-01-26,423,Inactive,3,2025-07-03,Cancelled
461,Male,Senior,Karachi,2023-05-10,2023-10-16,Burger King,Pasta,Dessert,1,408.56,Wallet,24,2025-08-06,344,Inactive,1,2025-06-29,Delayed
462,Female,Teenager,Karachi,2025-03-03,2023-10-16,Pizza Hut,Burger,Continental,2,1019.81,Card,30,2025-07-03,191,Active,3,2025-12-03,Delayed
463,Other,Senior,Lahore,2024-06-18,2023-10-16,KFC,Burger,Chinese,1,637.28,Cash,41,2025-07-30,81,Inactive,3,2025-01-15,Delivered
464,Female,Teenager,Lahore,2024-04-25,2023-10-16,Pizza Hut,Pizza,Chinese,5,1255.63,Cash,15,2024-04-09,323,Inactive,2,2025-06-24,Delivered
465,Other,Senior,Peshawar,2024-11-22,2023-10-16,Burger King,Pasta,Continental,3,189.51,Cash,3,2024-09-27,173,Inactive,1,2025-03-19,Delivered
466,Other,Adult,Islamabad,2023-11-13,2023-10-16,Pizza Hut,Fries,Chinese,4,963.94,Cash,32,2024-10-23,146,Inactive,3,2025-07-30,Delayed
467,Female,Adult,Islamabad,2025-06-13,2023-10-16,Pizza Hut,Burger,Chinese,4,573.06,Wallet,14,2025-02-20,72,Active,2,2024-10-15,Delayed
468,Female,Senior,Lahore,2023-11-16,2023-10-16,Pizza Hut,Pasta,Dessert,5,731.14,Wallet,16,2025-09-01,447,Inactive,1,2024-10-31,Delayed
469,Male,Adult,Peshawar,2024-03-25,2023-10-16,Pizza Hut,Pasta,Chinese,2,1297.06,Card,24,2025-08-16,116,Active,1,2024-11-12,Delivered
470,Male,Senior,Karachi,2025-08-18,2023-10-16,McDonald's,Burger,Dessert,1,179.23,Card,50,2025-03-03,412,Active,2,2025-10-02,Delayed
471,Male,Adult,Multan,2025-06-06,2023-10-16,Pizza Hut,Pasta,Italian,1,1393.3,Cash,10,2025-05-16,84,Inactive,5,2025-03-04,Delayed
472,Male,Senior,Islamabad,2024-07-16,2023-10-16,Burger King,Sandwich,Chinese,5,154.1,Card,37,2024-10-11,439,Inactive,1,2024-05-11,Delayed
473,Male,Senior,Peshawar,2024-05-28,2023-10-17,McDonald's,Burger,Chinese,2,1456.87,Wallet,8,2025-08-07,264,Active,1,2025-05-20,Cancelled
474,Male,Senior,Lahore,2024-02-08,2023-10-17,Burger King,Fries,Italian,4,490.51,Cash,43,2025-03-03,102,Inactive,4,2025-05-24,Cancelled
475,Other,Teenager,Karachi,2024-03-02,2023-10-17,KFC,Fries,Fast Food,3,234.84,Cash,21,2024-09-27,377,Active,3,2025-05-03,Delivered
476,Male,Adult,Multan,2023-09-18,2023-10-17,Pizza Hut,Sandwich,Italian,1,716.46,Card,11,2024-11-15,145,Inactive,5,2025-04-03,Delivered
477,Other,Senior,Multan,2024-06-03,2023-10-17,McDonald's,Pizza,Italian,4,421.4,Cash,28,2024-09-17,182,Inactive,4,2024-04-10,Delivered
478,Other,Teenager,Islamabad,2024-08-03,2023-10-17,Burger King,Pizza,Dessert,4,535.23,Card,50,2024-03-10,285,Active,3,2025-06-06,Cancelled
479,Female,Adult,Karachi,2024-09-21,2023-10-17,Pizza Hut,Sandwich,Italian,2,838.2,Card,28,2025-05-24,366,Inactive,3,2024-08-26,Delivered
480,Female,Teenager,Lahore,2024-05-16,2023-10-17,Subway,Fries,Fast Food,4,693.04,Wallet,13,2025-07-29,452,Active,2,2024-09-26,Delayed
481,Male,Senior,Lahore,2023-09-29,2023-10-18,Subway,Pasta,Fast Food,5,1321.4,Card,20,2025-02-28,482,Active,5,2024-12-14,Delayed
482,Male,Teenager,Multan,2025-06-03,2023-10-18,Subway,Fries,Dessert,2,1302.76,Cash,29,2024-08-24,410,Inactive,4,2025-07-21,Delayed
483,Female,Adult,Multan,2025-05-01,2023-10-18,Burger King,Pasta,Dessert,2,623.28,Cash,38,2024-08-09,313,Active,1,2024-09-13,Delivered
484,Other,Senior,Lahore,2025-03-17,2023-10-18,KFC,Pasta,Italian,4,1350.64,Cash,45,2025-04-16,257,Inactive,3,2024-12-24,Delayed
485,Other,Senior,Peshawar,2025-05-15,2023-10-19,KFC,Fries,Dessert,5,709.05,Cash,50,2025-11-01,330,Inactive,5,2024-03-10,Delivered
486,Male,Teenager,Peshawar,2025-03-28,2023-10-19,McDonald's,Sandwich,Dessert,5,166.46,Card,36,2025-03-03,274,Active,1,2025-01-13,Cancelled
487,Male,Senior,Multan,2025-08-02,2023-10-19,McDonald's,Pasta,Fast Food,1,1034.47,Cash,44,2025-03-30,116,Inactive,4,2024-10-29,Delayed
488,Male,Teenager,Karachi,2024-04-03,2023-10-19,KFC,Pasta,Italian,1,503.13,Cash,15,2024-09-19,85,Active,2,2025-07-23,Delivered
489,Other,Adult,Islamabad,2025-03-03,2023-10-19,KFC,Fries,Chinese,1,923.65,Cash,34,2024-05-11,156,Inactive,5,2024-11-10,Delayed
490,Male,Adult,Karachi,2025-05-28,2023-10-19,Burger King,Burger,Fast Food,2,839.66,Card,7,2025-05-30,424,Active,1,2025-01-01,Delayed
491,Female,Senior,Islamabad,2025-05-20,2023-10-19,Subway,Sandwich,Chinese,3,1319.53,Card,44,2025-05-17,129,Inactive,2,2024-03-10,Cancelled
492,Female,Senior,Multan,2024-10-11,2023-10-19,McDonald's,Pasta,Chinese,4,221.81,Card,39,2025-05-15,420,Inactive,4,2024-09-14,Cancelled
493,Female,Senior,Peshawar,2025-07-26,2023-10-19,McDonald's,Pasta,Dessert,3,707.54,Card,22,2025-03-02,127,Active,4,2025-10-03,Cancelled
494,Female,Teenager,Multan,2024-07-29,2023-10-19,McDonald's,Pasta,Chinese,5,1372.76,Card,42,2024-03-11,448,Active,4,2025-02-27,Delayed
495,Female,Senior,Lahore,2025-02-15,2023-10-19,McDonald's,Sandwich,Italian,3,1253.72,Wallet,49,2025-07-17,260,Active,2,2024-09-10,Delayed
496,Female,Teenager,Islamabad,2025-03-31,2023-10-19,KFC,Pasta,Chinese,2,740.65,Card,8,2025-01-05,223,Active,3,2025-05-29,Cancelled
497,Male,Senior,Karachi,2024-04-01,2023-10-19,Pizza Hut,Burger,Continental,2,1029.96,Wallet,50,2024-12-24,439,Active,5,2025-04-03,Delayed
498,Male,Senior,Peshawar,2023-09-29,2023-10-19,McDonald's,Sandwich,Dessert,1,288.03,Wallet,15,2025-02-23,369,Inactive,4,2025-01-06,Delayed
499,Female,Adult,Multan,2024-03-27,2023-10-20,Burger King,Fries,Dessert,4,1196.17,Card,17,2025-10-02,452,Active,3,2025-11-03,Cancelled
500,Male,Adult,Lahore,2023-01-09,2023-10-20,McDonald's,Pasta,Continental,1,1103.76,Cash,36,2025-04-20,207,Active,4,2025-11-06,Cancelled
501,Female,Teenager,Islamabad,2025-01-27,2023-10-20,Burger King,Pizza,Fast Food,4,1307.57,Wallet,12,2025-06-24,102,Active,2,2024-08-29,Cancelled
502,Other,Adult,Peshawar,2024-01-26,2023-10-20,Burger King,Fries,Italian,4,137.6,Cash,6,2025-02-20,140,Active,1,2024-11-19,Delayed
503,Female,Teenager,Karachi,2023-12-17,2023-10-20,Pizza Hut,Pizza,Continental,5,149.23,Cash,1,2025-10-08,212,Inactive,1,2024-09-30,Cancelled
504,Other,Adult,Multan,2024-05-15,2023-10-20,Subway,Burger,Continental,3,700.13,Cash,28,2025-08-04,348,Inactive,3,2024-05-09,Cancelled
505,Other,Senior,Karachi,2024-03-12,2023-10-20,KFC,Sandwich,Italian,3,1466.23,Card,42,2024-08-27,488,Inactive,4,2024-10-11,Delivered
506,Other,Adult,Peshawar,2024-05-21,2023-10-21,Subway,Pasta,Chinese,1,1425.71,Card,18,2025-02-23,26,Active,4,2025-10-06,Delayed
507,Other,Adult,Karachi,2024-09-14,2023-10-21,Burger King,Pizza,Fast Food,3,557.9,Cash,20,2025-04-27,265,Inactive,5,2025-06-22,Delayed
508,Female,Teenager,Karachi,2023-10-29,2023-10-21,KFC,Pasta,Italian,3,1173.19,Wallet,46,2025-08-02,362,Inactive,1,2024-08-31,Delayed
509,Other,Senior,Karachi,2024-12-07,2023-10-21,McDonald's,Sandwich,Italian,3,686.97,Wallet,12,2025-09-01,431,Active,1,2025-01-03,Cancelled
510,Other,Adult,Lahore,2023-12-22,2023-10-21,McDonald's,Fries,Italian,4,1499.59,Cash,28,2025-06-06,452,Active,3,2025-01-23,Cancelled
511,Male,Teenager,Multan,2025-10-03,2023-10-21,McDonald's,Burger,Chinese,2,186.18,Cash,40,2025-05-19,389,Inactive,3,2025-09-07,Delivered
512,Other,Teenager,Karachi,2025-02-01,2023-10-21,Subway,Fries,Italian,5,232.07,Wallet,46,2025-01-15,180,Inactive,2,2025-01-30,Cancelled
513,Other,Teenager,Lahore,2023-12-25,2023-10-21,Burger King,Sandwich,Continental,1,1412.49,Wallet,45,2025-03-30,222,Inactive,2,2024-12-10,Cancelled
514,Male,Teenager,Islamabad,2024-09-16,2023-10-22,KFC,Burger,Fast Food,5,1133.59,Card,26,2024-10-14,474,Active,3,2024-09-30,Delayed
515,Male,Adult,Multan,2024-08-27,2023-10-22,Pizza Hut,Pasta,Fast Food,5,322.72,Cash,45,2025-01-25,417,Active,5,2024-12-27,Delayed
516,Male,Adult,Multan,2023-12-19,2023-10-22,Burger King,Sandwich,Continental,4,209.85,Wallet,14,2024-11-11,456,Inactive,3,2025-05-04,Delayed
517,Female,Senior,Peshawar,2025-05-31,2023-10-22,KFC,Pizza,Fast Food,4,1006.92,Card,45,2025-01-30,41,Active,3,2025-02-21,Delayed
518,Female,Senior,Lahore,2023-05-11,2023-10-22,Pizza Hut,Pasta,Continental,1,862.12,Wallet,4,2024-10-18,24,Active,5,2025-01-15,Delivered
519,Male,Senior,Peshawar,2024-05-30,2023-10-22,KFC,Sandwich,Fast Food,2,384.71,Cash,24,2025-01-02,420,Active,3,2024-09-11,Delayed
520,Other,Adult,Karachi,2024-02-17,2023-10-23,McDonald's,Fries,Continental,5,1271.19,Card,17,2025-03-01,143,Inactive,4,2024-12-10,Cancelled
521,Female,Teenager,Karachi,2024-09-03,2023-10-23,Pizza Hut,Sandwich,Chinese,2,823.3,Cash,49,2025-01-20,300,Active,5,2024-12-23,Delivered
522,Other,Teenager,Karachi,2024-01-21,2023-10-23,Pizza Hut,Sandwich,Italian,4,1014.88,Card,26,2024-11-28,54,Inactive,1,2024-09-21,Cancelled
523,Female,Adult,Lahore,2024-07-04,2023-10-23,Pizza Hut,Fries,Fast Food,2,804.72,Card,3,2025-08-01,328,Active,5,2024-11-09,Delayed
524,Female,Senior,Lahore,2024-04-24,2023-10-23,Pizza Hut,Fries,Chinese,4,1081.64,Cash,18,2025-05-01,27,Active,2,2025-05-03,Cancelled
525,Other,Teenager,Multan,2024-02-03,2023-10-23,Pizza Hut,Pasta,Chinese,2,815.3,Card,7,2024-09-29,343,Active,4,2025-05-17,Cancelled
526,Female,Teenager,Peshawar,2023-12-31,2023-10-23,Subway,Burger,Dessert,4,990.4,Cash,30,2024-09-25,88,Inactive,4,2025-06-23,Cancelled
527,Male,Teenager,Peshawar,2024-10-14,2023-10-23,KFC,Burger,Italian,2,881.98,Card,11,2025-07-08,471,Active,4,2025-08-21,Delayed
528,Male,Adult,Lahore,2025-02-05,2023-10-23,Subway,Sandwich,Italian,2,641.06,Wallet,24,2024-10-23,407,Active,3,2025-07-21,Cancelled
529,Other,Teenager,Islamabad,2025-02-28,2023-10-23,Subway,Fries,Chinese,4,293.46,Wallet,31,2025-04-23,193,Active,4,2025-01-03,Cancelled
530,Female,Teenager,Islamabad,2023-09-30,2023-10-23,Pizza Hut,Sandwich,Continental,2,1054.55,Cash,18,2025-02-06,43,Inactive,2,2024-12-10,Delivered
531,Male,Senior,Multan,2024-12-01,2023-10-23,Burger King,Burger,Continental,1,1033.01,Card,43,2025-03-27,27,Inactive,2,2025-02-15,Cancelled
532,Female,Senior,Islamabad,2024-12-25,2023-10-23,Subway,Fries,Continental,5,210.1,Wallet,50,2024-11-14,77,Inactive,4,2025-01-03,Cancelled
533,Other,Senior,Lahore,2023-10-30,2023-10-23,Subway,Pasta,Fast Food,1,1022.96,Card,25,2025-07-01,61,Inactive,5,2025-08-08,Delivered
534,Male,Teenager,Lahore,2023-10-15,2023-10-23,Pizza Hut,Burger,Italian,4,265.07,Card,2,2025-07-19,500,Active,1,2025-01-07,Delivered
535,Female,Adult,Karachi,2025-03-04,2023-10-23,Subway,Sandwich,Italian,5,841.99,Cash,23,2024-04-09,470,Inactive,1,2025-12-02,Delivered
536,Female,Teenager,Islamabad,2024-09-12,2023-10-24,Pizza Hut,Burger,Chinese,5,825.12,Card,12,2025-01-13,250,Active,2,2025-04-20,Cancelled
537,Male,Senior,Islamabad,2023-08-10,2023-10-24,KFC,Sandwich,Continental,3,1406.75,Cash,49,2024-10-13,86,Inactive,1,2024-09-10,Delayed
538,Other,Adult,Islamabad,2024-06-30,2023-10-24,McDonald's,Pasta,Chinese,4,1182.54,Card,3,2025-03-16,331,Inactive,1,2024-10-30,Delivered
539,Female,Senior,Islamabad,2023-10-14,2023-10-24,Subway,Burger,Chinese,4,500.85,Wallet,35,2024-11-10,166,Active,5,2025-10-08,Delivered
540,Male,Teenager,Lahore,2024-02-29,2023-10-24,McDonald's,Pasta,Continental,1,527.61,Card,37,2025-03-26,371,Active,3,2025-01-18,Cancelled
