,temp_ambiente,presion_ambiente,humedad_ambiente,diferencia_presion_filtro_aire,presion_escape_turbina,temperatura_entrada_turbina,temperatura_salida_turbina,presion_descarga_comprensor,monoxido_carbono,oxido_nitrogeno,rendimiento_turbina
35252,19.031,1017.4,58.26,4.0848,22.785,1067.4,549.95,11.368,2.552,64.281,121.54
23166,8.7758,1010.6,88.147,2.9837,22.941,1059.8,549.48,11.025,4.5941,74.045,120.64
32858,29.14,1008.3,54.56,3.9249,24.904,1077.3,550.35,11.879,1.9427,52.523,127.0
5805,18.554,1010.8,70.301,4.2109,25.177,1089.3,549.85,12.011,2.0178,72.024,134.48
10974,23.877,1003.8,75.421,3.7297,25.527,1090.4,550.0,12.069,0.60833,62.173,134.05
29201,12.309,1030.6,81.683,3.4608,23.928,1078.2,549.85,11.776,4.8894,63.03,131.45
30633,11.611,1015.9,88.087,3.5133,25.184,1078.1,549.89,11.932,1.2865,59.31,134.25
32707,26.802,1008.1,65.353,4.6392,30.828,1100.0,543.78,13.301,1.3272,58.208,149.45
12943,23.122,1009.4,86.691,3.2504,20.251,1059.8,550.01,10.788,1.922,51.89,111.76
30491,12.603,1011.2,91.568,3.5756,24.973,1076.3,550.06,11.845,1.1327,61.188,132.98
5563,22.296,1018.3,91.91,4.506,25.539,1091.5,550.05,12.133,1.9166,64.368,133.76
20312,22.153,1009.9,94.801,4.7359,23.127,1077.3,549.69,11.465,3.0235,57.169,124.17
2246,20.14,1012.2,78.821,5.0463,25.032,1088.3,549.88,12.015,1.1927,67.432,133.74
27069,31.287,1018.3,41.401,3.078,19.115,1046.2,549.51,10.308,4.7944,50.721,103.72
13247,22.25,1012.3,92.192,4.0635,25.525,1091.3,550.29,12.072,0.95839,60.663,134.39
4098,26.698,1006.1,61.111,4.2489,26.225,1092.9,549.91,12.206,1.7612,68.424,133.66
24898,25.502,1004.0,58.075,3.8766,27.732,1095.4,550.01,12.693,1.5933,56.257,141.67
15737,7.7452,1010.6,95.43,2.9973,23.579,1083.2,550.06,11.795,2.4165,82.739,133.73
11675,29.656,1016.0,58.375,3.9939,26.162,1095.2,550.41,12.278,0.23701,62.644,133.78
13335,24.63,1011.9,68.847,4.0278,25.674,1092.3,550.05,12.209,3.1547,63.752,134.22
14997,7.3222,1017.6,82.52,3.9833,23.585,1083.5,550.0,11.771,1.7063,80.95,133.76
32387,18.431,1012.9,94.137,3.8551,25.41,1081.2,549.74,12.021,1.6487,58.815,133.58
14281,9.5146,1023.9,68.768,3.6942,22.111,1076.0,550.06,11.345,2.0076,81.231,127.2
31956,16.233,1009.5,88.416,3.723,25.244,1081.8,550.01,11.922,1.6381,63.46,135.13
22199,1.593,1023.2,72.873,2.8729,23.654,1078.5,550.06,11.772,3.6398,86.491,135.38
27223,35.406,1007.6,37.048,4.2054,25.936,1085.4,550.29,12.236,2.0878,55.44,129.86
31142,17.037,1007.6,81.896,3.6896,25.455,1087.9,550.03,12.037,1.4015,60.542,133.81
19371,28.995,1010.0,60.22,4.5923,26.236,1094.9,550.13,12.405,1.2474,66.187,134.37
4556,30.851,1012.5,54.967,4.5092,26.754,1096.6,549.96,12.461,0.41166,63.776,135.13
11812,31.985,1011.8,36.401,4.4326,29.589,1099.7,541.29,13.096,0.56017,66.223,141.57
9605,11.672,1015.8,90.013,4.4147,23.933,1085.7,550.19,11.866,1.1182,74.24,133.68
5570,27.382,1016.1,61.555,4.4794,26.085,1093.7,550.04,12.337,1.3872,66.656,133.76
22700,8.2993,1014.0,88.98,3.0836,23.75,1073.3,549.87,11.615,3.2472,69.721,130.24
7617,11.27,1022.7,89.163,2.9761,23.796,1084.8,550.08,11.839,1.4391,74.688,132.92
31740,22.152,1006.0,73.397,3.8433,25.948,1083.5,550.16,12.037,1.1536,61.956,134.91
16930,11.981,1008.7,84.977,4.1391,31.519,1099.9,533.94,13.61,2.2741,70.086,157.04
29961,4.1289,1001.6,93.325,3.3972,24.594,1075.3,549.91,11.847,4.3609,69.635,134.26
31301,12.141,1012.3,97.003,3.7774,25.607,1088.3,550.05,11.997,1.2866,61.49,134.92
24713,26.808,1012.5,49.492,4.2568,37.864,1099.9,540.96,13.497,1.8738,52.238,151.88
29484,7.196,1029.1,84.778,3.3111,23.101,1072.9,549.13,11.546,4.0187,70.924,129.97
21470,11.461,1013.4,92.576,3.1379,24.422,1084.2,550.18,11.862,1.1828,64.463,133.02
11953,25.679,1003.5,82.323,4.4173,30.247,1100.1,540.19,13.256,0.32824,54.831,147.72
15142,6.8106,1011.4,90.405,2.8924,23.674,1083.0,550.08,11.684,1.8545,78.837,133.81
18040,18.973,1004.0,87.593,3.372,23.218,1076.8,550.22,11.473,2.0744,63.545,125.18
14835,12.692,1006.7,92.621,4.2052,24.263,1085.8,550.13,11.719,1.3319,73.349,133.75
12141,27.486,1004.2,78.011,4.5029,30.04,1099.9,541.06,13.088,0.5911,54.649,145.08
4219,26.704,1009.5,75.142,4.3012,26.237,1093.6,549.76,12.188,1.5371,65.353,134.34
15177,7.3215,1009.5,79.369,2.9204,23.6,1083.3,549.89,11.718,1.7207,78.044,133.95
5121,21.984,1017.9,76.73,4.2332,25.442,1091.7,550.14,12.273,2.0272,66.611,134.43
13301,25.072,1011.7,78.184,4.4062,28.261,1095.4,542.87,12.845,1.0824,57.946,140.41
4090,25.448,1005.6,62.297,4.1489,26.022,1091.6,550.22,12.166,0.74921,63.557,134.27
14098,9.62,1028.0,86.288,3.6203,21.839,1065.9,543.99,11.352,4.7477,86.209,124.25
19850,29.756,1013.1,55.067,4.972,26.182,1094.1,550.03,12.347,1.4676,65.653,133.04
3093,22.544,1017.7,78.826,4.1278,25.634,1091.1,550.33,12.045,0.49016,66.741,133.72
9307,15.37,1022.0,63.214,4.6975,25.762,1084.3,543.32,12.245,1.0092,70.761,136.19
15761,10.759,1009.4,87.885,3.1376,24.355,1086.8,550.18,11.983,2.4963,82.024,135.84
9973,13.416,1010.1,100.13,3.2325,19.625,1054.1,547.37,10.601,4.7685,77.677,112.56
20809,17.783,1021.6,93.682,3.043,23.851,1080.7,549.75,11.67,2.8422,78.721,127.77
30257,12.152,1023.3,100.06,4.7052,25.298,1078.9,549.95,12.013,0.58674,57.426,134.83
29161,9.7831,1033.3,66.278,3.8062,27.728,1099.3,548.87,12.928,2.5278,63.961,149.73
7425,4.524,1013.7,93.167,3.0312,23.611,1083.6,550.0,11.84,1.5999,81.979,133.7
7014,12.229,993.39,98.519,2.3586,20.011,1056.8,549.63,10.543,5.0713,75.941,113.83
20618,22.051,1017.9,50.388,5.3351,25.231,1090.0,549.81,12.13,1.6729,69.626,133.25
13382,23.982,1007.1,80.984,4.0552,25.925,1093.5,549.82,12.345,0.49551,58.679,135.75
2105,15.618,1013.1,79.159,4.8567,24.753,1086.9,550.05,11.904,1.5398,74.616,133.31
8358,7.7345,1019.4,80.656,3.9443,23.691,1085.6,550.08,11.894,0.84204,80.623,134.65
35240,16.177,1013.7,75.267,3.9053,22.05,1063.5,549.91,11.216,3.1133,64.163,120.07
35474,17.353,1019.0,74.999,3.9948,22.058,1064.2,550.09,11.188,3.1544,64.265,119.54
13087,20.182,1006.8,84.163,3.9712,25.362,1089.2,549.6,12.008,1.6672,67.296,133.75
1875,19.905,993.59,49.588,4.0529,20.222,1057.7,550.14,10.462,2.5855,71.684,111.69
29878,11.582,1015.4,96.672,3.5316,24.64,1075.1,550.02,11.835,0.89831,58.528,132.61
10290,17.089,1009.0,72.012,4.4335,31.359,1100.0,533.46,13.723,0.99819,66.598,155.98
2282,19.417,1017.8,88.286,5.2023,25.066,1089.5,550.21,11.938,1.2657,68.58,133.71
8832,3.9118,1016.9,86.027,5.4036,33.463,1099.7,524.22,14.319,2.3538,69.778,168.48
5485,18.912,1009.8,91.836,4.476,25.335,1089.2,549.86,12.067,0.96949,61.936,134.4
33371,27.341,1012.4,57.204,4.1769,25.99,1084.2,549.97,12.178,0.9298,47.602,131.4
6883,18.524,1013.3,78.997,3.3116,27.17,1090.4,543.22,12.609,1.3358,69.259,140.84
28009,16.53,1020.7,73.263,3.1715,23.026,1072.6,549.94,11.603,2.0537,50.34,126.54
5172,19.132,1007.6,90.679,4.3056,25.096,1088.4,549.97,11.912,0.80191,64.229,133.91
3150,28.276,1010.9,61.267,4.2071,26.004,1092.8,549.67,12.202,1.7261,69.272,133.9
13567,19.816,1019.2,81.139,3.4823,21.667,1070.5,549.86,11.077,2.5044,65.286,119.35
22848,10.64,998.7,82.685,3.0817,23.168,1069.5,549.95,11.389,3.7318,66.37,127.78
19613,22.704,1011.1,67.687,4.3908,25.169,1088.8,549.73,12.084,1.9799,64.447,132.72
31166,13.35,1016.2,71.052,3.5723,25.044,1086.6,549.84,11.886,1.4361,61.28,133.54
16140,7.1876,1017.3,84.572,2.9809,23.448,1083.1,550.06,11.809,2.0324,81.918,133.53
22913,10.28,1004.6,78.09,2.6439,20.927,1050.7,549.83,10.559,4.6408,70.861,113.69
2563,21.073,1004.1,82.599,5.2406,25.144,1087.4,549.62,12.074,1.367,69.825,132.74
27876,25.371,1013.0,57.543,3.939,24.737,1080.3,550.03,11.973,1.541,46.41,129.82
26133,19.064,1009.0,85.822,4.3441,30.58,1098.3,541.57,13.359,2.0228,51.883,150.86
30281,16.445,1016.8,84.341,3.7328,25.693,1080.6,550.04,12.019,1.4929,64.47,134.68
3995,27.146,1009.6,91.147,4.363,26.214,1093.1,550.0,12.303,1.4315,55.236,134.49
17276,10.042,1010.6,86.668,3.2466,23.864,1083.9,550.02,11.778,1.5891,75.159,133.15
248,9.9905,1022.2,67.58,5.3377,33.042,1100.0,526.81,14.12,0.95571,67.223,162.57
31436,9.7074,1008.1,94.716,3.6462,24.969,1085.4,550.37,11.823,1.2697,62.879,134.43
30563,14.766,996.4,82.77,3.7258,25.71,1079.5,549.92,11.964,1.2923,64.122,135.7
18980,23.776,1009.2,93.072,3.6397,21.899,1069.3,550.0,11.065,3.9227,53.462,118.06
12686,27.543,1015.9,51.75,3.2697,20.336,1061.2,549.75,10.844,1.9411,54.067,110.84
27352,24.528,1013.6,78.361,3.8879,24.955,1081.3,550.42,11.945,2.0177,51.766,130.63
32714,27.178,1008.1,69.385,3.8656,25.107,1077.8,550.09,11.757,1.8175,51.425,127.78
18397,27.418,1001.0,51.06,4.1321,25.297,1088.9,549.65,12.01,0.72521,72.577,131.77
32550,20.107,1007.1,94.668,4.7464,30.627,1100.0,543.77,13.326,0.73187,57.462,151.3
5346,18.61,1009.9,100.04,4.8082,25.228,1088.9,549.93,12.008,2.9416,65.662,133.79
12078,32.554,1014.4,44.826,4.5588,30.095,1100.0,540.07,13.233,1.4078,59.35,147.36
26985,24.989,1015.2,64.014,3.7782,24.965,1081.6,549.99,11.954,2.3637,52.426,130.82
13185,28.524,1011.5,57.036,4.2101,26.121,1093.0,549.13,12.351,0.74232,62.703,133.18
19285,24.788,1014.7,79.845,4.3152,25.404,1091.0,550.28,12.189,1.2461,58.488,133.43
24491,23.92,1014.3,35.885,3.5287,32.461,1085.9,550.01,12.128,3.4365,67.696,133.82
21829,17.19,1003.9,91.866,3.3046,24.939,1085.3,549.72,11.774,1.3197,62.993,132.25
15838,9.4403,1015.9,95.556,2.8666,22.254,1068.5,546.4,11.28,5.7389,90.033,124.99
5144,21.177,1014.1,70.889,4.1602,25.227,1090.1,550.34,12.045,1.3899,67.727,133.79
15116,5.2112,1020.8,94.386,2.9429,23.698,1084.0,549.91,11.758,1.7459,80.009,133.62
8169,7.0153,1012.8,93.967,3.812,23.673,1083.6,549.97,11.788,1.3772,81.124,133.64
29507,2.7413,1030.5,87.023,4.7943,34.084,1099.9,527.3,14.405,2.2184,48.456,168.06
7673,11.387,1010.1,86.534,3.6333,24.244,1085.4,549.83,11.846,0.84245,74.86,134.01
21624,15.193,1021.6,70.779,4.1134,32.015,1100.0,532.98,13.733,2.1371,82.093,155.01
24694,25.384,1016.1,53.428,2.7837,23.714,1049.2,550.44,10.384,4.3735,51.802,107.51
15829,12.28,1012.9,86.281,3.0763,24.379,1085.9,549.95,11.832,2.3897,77.435,134.36
3441,25.58,1014.6,67.061,4.1329,25.665,1091.3,550.1,12.142,1.6776,64.198,133.64
27252,24.158,1013.3,67.509,4.5397,29.648,1096.4,543.13,13.186,1.6551,55.73,147.1
3422,22.02,1014.7,77.277,3.902,24.91,1087.2,549.86,11.904,1.8557,62.609,131.85
25543,28.614,1011.7,48.922,4.1025,28.485,1099.4,549.19,12.922,1.6297,57.82,142.79
3283,24.408,1010.8,90.417,3.3794,19.893,1056.8,550.02,10.424,5.3286,50.027,109.13
21897,10.067,1022.4,86.371,3.1463,24.505,1086.6,549.57,11.973,1.7461,69.482,134.78
10156,12.379,1019.4,100.13,3.5888,23.653,1085.1,550.17,11.839,1.1357,72.794,132.99
14878,5.469,1016.1,75.872,3.8541,23.449,1084.0,549.88,11.772,1.583,82.831,134.75
36082,15.198,1017.3,84.002,2.6268,22.868,1061.9,549.77,10.989,2.477,67.6,119.91
34698,24.644,1007.6,83.574,5.2652,31.059,1099.6,542.99,13.313,1.1663,55.251,147.98
21395,20.645,1005.6,78.028,3.9586,31.281,1099.9,538.13,13.386,1.8587,79.465,151.11
25840,22.85,1012.0,75.451,4.1042,29.386,1099.7,546.76,13.066,1.7779,49.208,147.6
30051,8.2189,1029.5,89.789,3.4379,24.471,1077.6,549.68,11.924,1.999,65.469,133.78
27024,28.548,1018.1,46.625,3.3317,20.938,1057.8,549.64,10.823,2.8953,50.797,112.41
4814,22.913,1015.9,68.938,4.1986,25.678,1091.3,550.07,12.312,1.451,64.978,134.77
17090,17.516,1005.1,85.606,3.3245,24.916,1086.2,549.82,11.93,2.1222,67.321,132.58
30947,16.442,1022.8,71.496,3.6742,25.215,1079.2,549.91,11.918,1.8214,61.976,133.2
27951,19.114,1014.6,71.68,3.8567,24.406,1080.2,549.92,11.846,1.9359,48.684,131.87
8578,7.4341,1011.7,77.058,3.9416,23.681,1083.4,550.02,11.669,1.1189,81.963,133.59
31771,14.332,1011.0,89.517,3.6937,25.053,1080.4,549.93,12.0,1.6019,66.682,134.71
22953,4.1109,1005.5,68.849,2.9371,22.547,1068.4,550.19,11.291,3.5466,80.101,128.17
10493,19.126,1013.7,78.506,3.5537,24.497,1086.9,550.22,11.934,0.87138,63.264,133.08
2466,16.925,1005.7,100.11,5.9377,24.859,1087.0,550.41,11.951,1.4781,68.961,133.72
27753,17.707,1012.7,85.107,3.591,23.028,1071.5,550.43,11.443,2.2737,48.435,125.8
16070,10.813,1006.2,91.928,3.0471,24.096,1084.2,549.87,11.837,2.43,77.837,133.68
9596,13.683,1014.7,86.376,4.4516,24.383,1087.2,549.41,12.011,1.4886,72.297,134.71
2892,23.746,1014.4,64.216,4.0029,25.479,1090.5,549.63,12.2,1.4882,68.694,133.8
8975,3.0997,1016.8,88.356,4.087,23.341,1084.3,550.22,11.708,0.21679,60.38,133.55
14875,4.6095,1016.6,81.09,3.8331,23.417,1084.3,550.02,11.772,1.5214,84.805,134.71
1614,16.99,1003.5,87.241,4.7467,23.542,1078.2,549.92,11.493,1.8,66.651,127.24
14336,7.5657,1023.5,88.811,5.3072,33.535,1100.0,526.04,14.39,0.75769,65.154,165.77
8779,9.7702,1007.5,99.557,4.2151,23.887,1083.9,549.82,11.784,0.28461,74.581,133.55
36261,11.887,1015.2,83.92,2.6994,24.228,1064.3,550.03,11.229,1.6688,69.007,122.65
6046,14.175,1018.0,90.982,4.1253,23.032,1077.1,548.84,11.545,3.5925,74.846,127.14
31249,13.348,1009.2,86.319,3.6591,25.651,1088.1,549.95,11.986,1.2045,61.75,135.52
5950,22.833,1014.6,83.825,4.3876,25.354,1090.0,549.76,12.112,1.1197,62.315,132.97
21474,9.9996,1013.0,95.608,3.1905,24.677,1086.0,550.03,11.809,1.0478,64.11,134.81
24651,19.707,1008.8,71.881,3.6694,32.83,1093.0,550.33,12.473,0.8989,58.683,141.85
19761,27.848,1012.6,46.735,4.463,24.484,1084.0,549.88,11.85,1.3367,61.364,127.0
34550,24.62,1013.9,83.505,3.9818,23.488,1070.2,550.11,11.466,2.1018,51.145,122.11
15984,10.325,1006.7,91.62,3.0491,24.398,1085.8,550.01,11.839,2.3422,80.126,135.3
24345,13.301,1011.9,79.223,3.423,25.123,1082.0,549.75,12.076,1.9812,60.39,135.26
31977,17.67,1019.4,76.174,3.7445,25.268,1082.6,550.13,12.128,1.686,64.503,134.57
8440,9.063,1019.7,84.23,5.2306,33.108,1100.2,526.78,14.194,0.2435,60.948,164.06
20031,27.698,1006.2,59.653,4.052,20.502,1060.0,549.9,10.584,3.3965,53.652,109.39
35991,7.8703,1020.7,77.137,2.7196,23.316,1074.8,550.05,11.719,1.7172,71.775,131.43
28438,11.602,1022.9,67.188,3.2021,23.193,1074.5,550.16,11.634,2.7363,59.834,129.66
26571,26.929,1013.0,64.0,3.7931,25.445,1076.7,546.21,11.991,2.5813,50.103,129.43
14485,18.84,1010.8,72.021,3.9116,22.641,1075.4,549.93,11.42,2.54,74.406,125.38
31133,13.79,1007.5,91.547,3.6713,25.654,1088.0,549.91,11.901,0.84166,60.906,134.81
16227,9.6889,1012.7,91.337,3.0978,24.102,1084.8,549.83,11.922,1.5535,78.211,134.46
21138,12.222,1019.6,97.083,3.1854,24.573,1086.3,549.89,11.966,1.1824,61.89,133.91
25457,20.576,1010.5,79.249,3.4056,24.151,1076.9,550.44,11.833,2.2209,49.723,129.53
29467,3.8604,1024.0,85.065,3.347,22.896,1074.8,549.78,11.608,3.4296,67.567,130.9
16571,13.298,1005.9,96.84,3.2596,24.82,1086.9,549.97,11.829,1.7568,78.441,134.73
12111,24.829,1008.4,89.484,4.4507,29.982,1100.1,540.26,13.188,0.34286,52.894,147.97
5126,20.566,1016.5,85.998,3.4713,19.717,1057.2,550.06,10.51,4.7246,55.899,110.15
27123,22.932,1009.6,83.662,3.827,24.976,1080.9,549.57,12.014,2.6217,62.26,131.3
27932,18.783,1010.7,80.595,3.8068,24.258,1077.7,549.81,11.845,1.6937,45.029,129.9
6806,8.999,1021.1,89.396,2.1996,19.117,1038.3,537.45,10.528,10.057,93.431,109.47
31618,18.923,1012.5,74.417,3.7805,25.273,1081.4,549.89,12.029,1.6235,64.858,134.02
5804,18.804,1010.7,72.245,4.2755,25.092,1089.4,550.0,12.109,2.0958,72.628,134.09
30764,7.5435,1022.2,81.709,3.4347,24.465,1076.3,549.98,11.859,0.54663,63.638,134.45
4779,28.432,1003.8,79.032,4.4902,26.195,1092.6,550.17,12.185,0.66685,58.187,133.78
24064,12.124,1020.6,81.512,3.4925,27.478,1084.3,549.91,12.183,4.8178,65.954,136.89
19201,24.782,1011.3,76.702,4.4,25.821,1092.4,550.17,12.257,1.9776,65.732,134.29
4944,27.018,1014.7,60.039,4.3637,25.682,1092.1,549.85,12.171,1.5602,65.986,132.8
26895,26.183,1012.8,65.78,3.8103,25.091,1081.9,549.77,11.966,2.087,55.952,130.67
28657,14.982,1017.6,85.249,3.4118,23.798,1076.4,550.13,11.685,2.2717,53.008,130.19
32756,25.396,1012.4,74.439,3.8926,25.114,1079.5,550.2,11.964,1.9276,54.624,129.06
18328,25.301,1012.7,43.596,3.9302,25.649,1092.3,549.8,12.24,1.3386,74.471,134.76
19118,25.897,1014.2,73.092,4.301,25.605,1091.7,549.92,12.128,0.9414,60.32,134.46
24484,18.581,1015.7,75.035,3.883,29.942,1096.5,546.92,12.877,0.70262,56.067,145.39
33262,24.688,1008.9,79.624,4.7301,30.475,1099.9,545.22,13.194,1.1692,50.258,148.63
14038,10.396,1020.5,96.123,4.026,24.126,1086.3,550.14,11.894,1.3172,74.453,133.66
25439,16.682,1007.6,80.821,2.7885,19.356,1048.0,549.81,10.41,4.6344,58.398,109.55
21948,7.8533,1020.3,88.601,3.1697,24.392,1086.1,550.06,11.953,1.3177,68.548,135.2
6393,20.262,1012.5,82.892,4.5325,25.221,1089.9,549.62,12.126,1.9625,64.937,133.72
25719,21.811,1018.3,74.447,4.2339,30.404,1100.1,542.99,13.327,1.6483,48.523,150.4
31478,12.059,1015.1,98.611,5.1431,35.247,1100.1,523.54,14.371,1.4071,75.378,162.27
17610,17.255,1021.7,55.944,3.2,22.684,1076.9,549.99,11.436,2.71,71.835,124.94
34711,23.735,1006.6,87.218,4.0143,23.248,1067.9,550.02,11.432,2.2349,49.546,121.17
20348,30.483,1009.9,50.357,5.856,28.553,1098.6,544.91,12.83,1.0632,63.089,141.89
32464,17.262,1006.1,96.177,3.279,20.898,1054.1,549.66,10.705,4.528,58.653,114.18
28335,13.947,1019.5,80.952,2.5972,18.324,1043.7,550.32,10.257,5.7909,60.146,106.13
15135,10.224,1012.9,88.142,2.9556,23.725,1083.1,549.93,11.72,1.713,75.22,132.64
11246,23.193,1016.4,80.579,3.7261,25.331,1090.9,549.83,12.027,0.53869,64.575,133.41
14630,14.804,1017.7,91.681,4.3177,24.814,1088.8,550.15,11.962,1.2813,72.831,134.69
12605,26.275,1016.4,62.296,3.3241,20.5,1062.1,549.69,10.764,1.8285,56.927,111.73
2109,21.301,1013.5,73.685,6.0283,31.47,1100.3,535.63,13.528,2.4092,69.451,153.27
14767,14.054,1011.5,99.371,4.2895,24.537,1087.3,549.8,11.942,1.2409,70.688,134.27
6651,13.552,1020.2,92.123,4.4021,24.596,1088.2,549.9,11.939,1.7194,63.516,134.55
31398,18.047,1014.7,70.303,3.8252,25.884,1090.1,550.01,12.019,1.2281,61.099,134.48
35209,26.91,1006.2,74.056,5.3522,30.34,1100.1,545.83,13.173,1.5084,53.048,147.38
10550,19.762,1016.7,88.388,3.5885,24.107,1083.9,550.09,11.871,1.5609,64.566,129.65
26915,25.823,1010.5,65.465,3.8205,25.139,1082.0,549.98,11.92,2.2468,55.691,130.94
13376,26.438,1007.6,65.475,4.204,26.392,1096.2,549.89,12.343,1.4878,67.16,135.75
31784,18.695,1008.7,79.017,3.0694,20.029,1050.3,550.15,10.569,4.5584,64.225,111.03
16447,10.893,1013.3,74.596,2.5823,19.413,1053.9,547.88,10.538,7.672,102.22,111.78
34304,32.3,1006.2,70.187,4.627,27.109,1087.8,549.59,12.317,2.1622,49.611,133.53
24643,22.714,1011.3,48.155,3.9436,34.767,1096.3,546.68,12.95,2.1156,64.351,144.99
4071,24.802,1004.5,94.581,4.3093,25.056,1086.1,550.26,11.867,1.749,56.321,130.6
4718,30.31,1011.4,38.653,4.4067,26.516,1095.3,550.01,12.419,0.47349,69.832,133.81
15082,11.207,1023.3,91.121,2.9573,24.216,1086.1,550.07,11.845,1.6238,70.291,134.49
21300,17.393,1016.6,86.595,3.2245,25.151,1087.5,549.81,12.001,0.68275,59.599,133.3
19253,28.981,1013.0,62.291,4.4372,25.94,1093.3,549.59,12.245,0.64673,61.441,133.03
31764,17.795,1010.5,77.48,3.7424,25.37,1081.7,550.1,12.044,1.304,65.562,134.31
146,11.837,1000.8,91.391,4.1976,24.236,1084.9,550.18,11.879,1.3247,74.179,134.23
4469,28.032,1010.1,52.345,4.4321,26.475,1095.2,550.12,12.42,4.5185,76.395,135.13
11747,29.982,1009.3,52.209,4.1993,28.183,1099.7,546.64,12.769,0.27391,63.407,141.58
31393,16.458,1016.1,69.291,3.8009,25.705,1089.4,550.26,12.036,0.78143,64.076,134.8
116,16.295,995.0,66.199,4.3641,24.564,1085.5,550.27,11.786,1.3061,76.234,133.74
19690,33.313,1010.1,38.627,4.4404,23.399,1077.6,549.96,11.482,1.645,57.772,120.67
30,10.005,1022.4,55.943,4.5008,27.325,1100.3,547.24,12.813,0.99325,87.119,147.72
19967,30.211,1013.4,53.12,4.1128,20.794,1062.4,550.16,10.771,3.2131,50.703,110.07
17885,18.191,1013.5,90.689,3.6223,25.028,1089.5,549.71,12.105,1.7999,67.384,134.29
4849,25.828,1015.7,52.098,4.431,26.119,1094.4,549.95,12.287,0.13708,70.718,134.72
21680,11.818,1020.4,93.672,3.1874,24.339,1085.3,549.79,11.885,1.241,65.802,133.3
23212,3.735,1021.7,72.799,3.0797,22.577,1069.6,550.1,11.364,3.4008,80.477,125.35
16841,16.377,1001.1,78.026,3.3063,25.013,1086.9,550.32,12.003,1.7852,81.113,133.98
29808,13.92,1010.7,84.733,3.0277,22.341,1060.6,549.71,11.113,2.365,57.747,121.17
2577,23.467,1006.8,71.832,5.3116,25.633,1089.9,550.0,12.088,1.6304,72.102,133.75
11933,25.419,996.89,71.431,3.883,26.052,1091.8,550.44,12.195,0.16256,61.56,134.55
17909,18.37,1011.8,85.367,3.5688,24.967,1088.6,549.64,12.046,0.87313,64.345,133.6
12025,24.508,1000.1,89.983,3.2064,20.515,1061.0,550.15,10.808,1.5401,48.968,112.7
4487,29.592,1010.7,59.596,4.4604,26.18,1093.2,550.3,12.251,4.6221,72.802,133.77
4306,26.325,1011.5,65.461,4.2304,26.05,1093.1,549.86,12.293,1.4665,64.421,134.45
28859,20.388,1012.3,62.843,2.9204,19.7,1051.1,549.58,10.506,4.4994,53.798,110.35
9679,16.246,1003.2,81.59,5.7508,31.559,1099.8,533.55,13.613,1.3496,71.781,154.82
24842,23.915,1005.9,57.118,3.7585,27.664,1094.4,549.73,12.643,1.639,57.163,140.89
31309,20.428,1010.7,72.76,3.8773,26.166,1091.3,550.09,12.063,1.5069,65.33,134.71
10705,23.695,1010.4,64.355,3.689,25.154,1089.9,550.17,12.034,1.0322,64.183,133.09
6618,14.562,1022.0,92.173,4.4746,24.212,1086.6,550.14,11.977,2.3312,63.737,132.97
21250,16.729,1022.9,85.651,3.2996,25.541,1091.4,549.87,12.169,1.1947,62.574,136.33
29908,13.46,1002.0,96.761,3.5704,25.498,1079.3,550.0,11.929,1.2449,63.925,135.56
12922,20.367,1010.8,85.658,3.1422,19.675,1057.7,549.75,10.648,2.5372,58.301,110.77
31073,14.653,1007.4,90.274,3.7279,25.618,1079.3,550.17,11.934,1.5812,62.055,134.82
35828,15.444,1015.8,82.574,3.9238,34.131,1100.1,529.27,14.269,0.4829,53.258,160.12
24464,17.911,1010.3,81.525,2.85,22.515,1049.7,549.89,10.45,5.7432,61.382,110.03
32859,28.473,1008.0,55.332,3.9329,24.988,1077.8,550.3,11.782,1.9812,52.913,127.49
3613,24.785,1007.9,85.168,3.8068,22.907,1074.0,550.28,11.341,3.5771,54.806,121.83
13937,12.88,1020.8,83.819,3.256,19.606,1058.5,549.17,10.689,3.5873,77.57,114.28
31865,18.09,1007.1,93.045,3.8729,25.366,1081.1,550.04,12.045,1.9622,60.056,134.17
27372,21.036,1015.5,75.572,3.816,24.516,1080.3,549.61,11.973,1.5975,53.904,131.13
3798,32.164,1006.5,46.794,4.3688,26.897,1095.6,549.96,12.314,1.4003,68.556,133.85
8373,4.7429,1023.3,89.138,3.9362,23.311,1084.7,549.95,11.891,1.039,82.104,134.03
23446,10.16,1025.0,77.369,2.5502,23.169,1042.1,547.33,10.426,8.493,83.731,107.79
27944,18.925,1014.6,60.533,3.8695,24.585,1080.7,550.25,11.845,1.6256,51.936,131.89
17977,23.159,1005.3,59.251,3.7934,25.914,1092.1,550.34,12.193,1.3978,73.722,135.18
1245,10.009,1025.7,82.475,3.873,19.56,1048.0,543.43,10.597,5.6459,102.99,111.15
32068,17.853,1010.3,96.989,5.0312,31.875,1100.1,539.79,13.519,1.5517,62.274,154.82
34025,31.102,1006.5,65.505,4.3113,26.0,1082.3,550.1,11.971,1.805,50.644,128.86
13218,23.871,1011.3,76.754,4.0108,25.988,1093.4,550.28,12.315,1.0645,62.452,135.58
30224,12.847,1018.7,90.872,3.5542,25.293,1078.5,549.96,11.992,1.8427,62.651,134.55
19274,29.496,1014.7,58.4,4.473,26.034,1093.9,549.98,12.226,2.5429,65.445,133.38
